Disease name,Herb ID,Herb name,Ingredient ID,Ingredient name,distance,Z-score,Mean-value,stand_deviation,p-value
Cough Variant Asthma,H343,BAN XIA,I1187,Ligustilide,3.480874316939891,2.2051447947461242,2.7821857923497264,0.31684473793051016,"(1.0,)"
Cough Variant Asthma,H343,BAN XIA,I1504,PSEUDOEPHEDRINE,2.4331550802139037,3.0181340081076833,2.2637433155080213,0.05613129312707375,"(1.0,)"
Cough Variant Asthma,H343,BAN XIA,I1535,"9-[(2R,3R,4S,5R)-3,4-dihydroxy-5-(hydroxymethyl)oxolan-2-yl]-3H-purin-6-one",2.586021505376344,2.171882967822553,2.4240860215053766,0.07455994925606779,"(0.98,)"
Cough Variant Asthma,H343,BAN XIA,I3633,choline,2.4761904761904763,3.6704215141238645,2.2823280423280425,0.05281748516252063,"(1.0,)"
Cough Variant Asthma,H343,BAN XIA,I9924,DL-2-Aminobutyric acid,2.5698924731182795,3.38950240163458,2.3283870967741938,0.07125098251224732,"(0.99,)"
Cough Variant Asthma,H343,BAN XIA,I10233,hexadecanal,2.758241758241758,0.24486862552246952,2.6911538461538465,0.27397512419064757,"(0.63,)"
Cough Variant Asthma,H343,BAN XIA,I10304,5-HYDROXYMETHYLFURFURAL,2.7252747252747254,0.7031158534152692,2.5752197802197805,0.2134142536056864,"(0.77,)"
Cough Variant Asthma,H343,BAN XIA,I10436,ERYTHRITOL,3.1483516483516483,0.7325219886496075,2.877032967032967,0.37038981153160067,"(0.7,)"
Cough Variant Asthma,H343,BAN XIA,I11810,4-aminopyridine,2.873015873015873,11.18998435708883,2.3567195767195765,0.04613914370391625,"(1.0,)"
Cough Variant Asthma,H343,BAN XIA,I12312,"(E)-3-(3,4-dihydroxyphenyl)prop-2-enoic acid",2.5815217391304346,1.406036457064368,2.435054347826087,0.1041704079353344,"(0.92,)"
Cough Variant Asthma,H343,BAN XIA,I12370,2-Ethylhexan-1-ol,3.3736263736263736,2.1828734440733766,2.7308241758241762,0.2944752475446716,"(1.0,)"
Cough Variant Asthma,H343,BAN XIA,I12898,p-Coumaryl alcohol,2.639344262295082,2.031764344313153,2.3969398907103825,0.11930732629656685,"(0.94,)"
Cough Variant Asthma,H343,BAN XIA,I14140,DL-METHIONINE,2.329842931937173,3.065944727477588,2.1668586387434554,0.05315956668527677,"(1.0,)"
Cough Variant Asthma,H343,BAN XIA,I14152,DL-PHENYLALANINE,2.2562814070351758,2.13183027179354,2.1113567839195984,0.06798131400660251,"(1.0,)"
Cough Variant Asthma,H343,BAN XIA,I28074,L-glutamic acid,1.9337539432176656,-2.1636640691405282,2.003249211356467,0.032119250455735875,"(0.03,)"
Cough Variant Asthma,H343,BAN XIA,I28089,l-isoleucine,2.350785340314136,3.710065182956627,2.1792146596858637,0.04624465397978378,"(1.0,)"
Cough Variant Asthma,H343,BAN XIA,I28121,D-alanine,2.67027027027027,2.287846206885667,2.4250810810810806,0.10717031085885513,"(0.95,)"
Cough Variant Asthma,H343,BAN XIA,I28125,2'-DEOXYURIDINE,2.7880434782608696,1.1020669965507728,2.5507608695652175,0.21530688192123934,"(0.83,)"
Cough Variant Asthma,H343,BAN XIA,I28180,D-Tryptophan,3.401098901098901,0.8385536337972618,2.975714285714286,0.5072837302705683,"(0.86,)"
Cough Variant Asthma,H343,BAN XIA,I28338,D-phenylalanine,2.7431693989071038,0.3623930158435566,2.642568306010929,0.27760218463924247,"(0.71,)"
Cough Variant Asthma,H343,BAN XIA,I29435,cytidine,2.6684491978609626,3.7593824228803188,2.405294117647059,0.06999955062094554,"(0.99,)"
Cough Variant Asthma,H343,BAN XIA,I29712,NSC70861,2.802197802197802,-0.3099372641912054,2.9108791208791205,0.35065586245309044,"(0.39,)"
Cough Variant Asthma,H343,BAN XIA,I30152,Methylthioadenosine,2.601092896174863,1.1231447999140887,2.445136612021858,0.1388567922541552,"(0.9,)"
Cough Variant Asthma,H343,BAN XIA,I44823,xanthosine,2.7880434782608696,0.4270386946902902,2.669728260869565,0.27705971112784655,"(0.68,)"
Cough Variant Asthma,H343,BAN XIA,I49484,gaboxadol,3.67032967032967,1.5259188858764254,3.029230769230769,0.42013956772720606,"(0.96,)"
Cough Variant Asthma,H5972,WU WEI ZI,I22,HEXANOIC ACID,2.2869198312236287,4.614224145205332,2.1272151898734175,0.03461137481068432,"(1.0,)"
Cough Variant Asthma,H5972,WU WEI ZI,I56,quercetin,2.019607843137255,-2.058321554640822,2.0977941176470587,0.037985451949196246,"(0.02,)"
Cough Variant Asthma,H5972,WU WEI ZI,I80,RUTIN,2.622950819672131,0.8551106130331732,2.49983606557377,0.14397523808254348,"(0.9,)"
Cough Variant Asthma,H5972,WU WEI ZI,I117,naphthalene,2.732620320855615,3.1006556784786015,2.4394117647058824,0.09456340418088635,"(0.96,)"
Cough Variant Asthma,H5972,WU WEI ZI,I131,salicylic acid,2.390374331550802,2.3760746868353584,2.278235294117647,0.04719508105299093,"(0.98,)"
Cough Variant Asthma,H5972,WU WEI ZI,I151,podophyllotoxin,2.5,2.8330380846292322,2.3122282608695652,0.06627928517770314,"(1.0,)"
Cough Variant Asthma,H5972,WU WEI ZI,I181,citric acid,2.2535211267605635,3.991287943006932,2.1180751173708923,0.03393541416298563,"(1.0,)"
Cough Variant Asthma,H5972,WU WEI ZI,I284,p-coumaric acid,2.675675675675676,0.8344857178321514,2.5227567567567566,0.18324929432726064,"(0.86,)"
Cough Variant Asthma,H5972,WU WEI ZI,I496,cholesterol,2.25,1.609857021217516,2.1882692307692304,0.03834549802695107,"(0.96,)"
Cough Variant Asthma,H5972,WU WEI ZI,I515,FURFURAL,2.7252747252747254,0.7031158534152692,2.5752197802197805,0.2134142536056864,"(0.77,)"
Cough Variant Asthma,H5972,WU WEI ZI,I891,VITAMIN E,2.1770833333333335,-0.4289391193135161,2.2143750000000004,0.08693929974572936,"(0.21,)"
Cough Variant Asthma,H5972,WU WEI ZI,I2545,12001-79-5,3.3224043715846996,2.8225174175117758,2.625573770491803,0.24688265757707742,"(1.0,)"
Cough Variant Asthma,H5972,WU WEI ZI,I4875,malic acid,2.566137566137566,7.446735170774011,2.286349206349206,0.03757194977020766,"(1.0,)"
Cough Variant Asthma,H5972,WU WEI ZI,I7307,"2,3-butanediol",2.7527472527472527,-0.18426328769307043,2.8183516483516478,0.3560361720760841,"(0.52,)"
Cough Variant Asthma,H5972,WU WEI ZI,I10304,5-HYDROXYMETHYLFURFURAL,2.7252747252747254,0.7031158534152692,2.5752197802197805,0.2134142536056864,"(0.77,)"
Cough Variant Asthma,H5972,WU WEI ZI,I11363,Masoprocol,2.630434782608696,3.336891522910648,2.381304347826087,0.07465943470805467,"(0.98,)"
Cough Variant Asthma,H5972,WU WEI ZI,I12557,NORDIHYDROGUAIARETIC ACID,2.4368421052631577,4.244191076605384,2.242105263157895,0.04588314677411232,"(1.0,)"
Cough Variant Asthma,H5972,WU WEI ZI,I14257,4-nonylphenol,3.043956043956044,2.464289740489062,2.5475274725274724,0.20144894623066947,"(0.99,)"
Cough Variant Asthma,H5972,WU WEI ZI,I28101,D-(+)-malic acid,2.726775956284153,1.6704281335823192,2.4893442622950817,0.14213822744944254,"(0.89,)"
