ingre1,ingre2,distance
uracil,Synephrine,3.25
uracil,(E/Z)-ferulic acid,2
uracil,acetate,2.726256983
uracil,"1,4-DIMETHYLNAPHTHALENE",3.25
uracil,"2,6-DIMETHYLNAPHTHALENE",3.2
uracil,(-)-Norephedrine,3
uracil,Caffeic acid-phenethyl ester,3.25
uracil,"3',4',7-Trihydroxyisoflavone",2.25
uracil,phenylpropanolamine,2.5
uracil,(+)-Medicarpin,3
uracil,8-Prenylnaringenin,3.25
4-aminobutyric acid,HEXANOIC ACID,1.884892086
4-aminobutyric acid,lauric acid,1.847222222
4-aminobutyric acid,guaiazulene,3.976190476
4-aminobutyric acid,Decanoic acid,2.976744186
4-aminobutyric acid,Umbelliferone,2.882352941
4-aminobutyric acid,scopoletin,3.372093023
4-aminobutyric acid,CINNAMIC ACID,3.023809524
4-aminobutyric acid,naphthalene,2.426966292
4-aminobutyric acid,STYRENE,2.741176471
4-aminobutyric acid,luteolin,2.274725275
4-aminobutyric acid,Arachidic acid,3.023809524
4-aminobutyric acid,octanoic acid,2.906976744
4-aminobutyric acid,1-octanol,3.75
4-aminobutyric acid,NONANOIC ACID,3.380952381
4-aminobutyric acid,PHENANTHRENE,3.976190476
4-aminobutyric acid,M-XYLENE,3.682352941
4-aminobutyric acid,formononetin,3.372093023
4-aminobutyric acid,p-coumaric acid,2.954022989
4-aminobutyric acid,apigenin,2.422222222
4-aminobutyric acid,Matrine,2.717647059
4-aminobutyric acid,toluene,2.848837209
4-aminobutyric acid,1-HEPTANOL,3.023809524
4-aminobutyric acid,BETA-IONONE,2.964285714
4-aminobutyric acid,ethanol,1.986666667
4-aminobutyric acid,P-XYLENE,3.976190476
4-aminobutyric acid,Phenethylamine,2.232142857
4-aminobutyric acid,ISOBUTYRIC ACID,3.761904762
4-aminobutyric acid,Norephedrine,2.448275862
4-aminobutyric acid,Caffeic acid phenethyl ester,3.357142857
4-aminobutyric acid,Xanthohumol,3.654761905
4-aminobutyric acid,camphor,0.141935484
4-aminobutyric acid,Synephrine,3.357142857
4-aminobutyric acid,(E/Z)-ferulic acid,2.83908046
4-aminobutyric acid,acetate,1.918918919
4-aminobutyric acid,"1,4-DIMETHYLNAPHTHALENE",3.976190476
4-aminobutyric acid,"2,6-DIMETHYLNAPHTHALENE",3.964705882
4-aminobutyric acid,(-)-Norephedrine,3.404761905
4-aminobutyric acid,Caffeic acid-phenethyl ester,3.357142857
4-aminobutyric acid,"3',4',7-Trihydroxyisoflavone",2.916666667
4-aminobutyric acid,phenylpropanolamine,2.397727273
4-aminobutyric acid,(+)-Medicarpin,3.488095238
4-aminobutyric acid,8-Prenylnaringenin,3.976190476
sucrose,guaiazulene,3.0625
sucrose,Decanoic acid,2.166666667
sucrose,Umbelliferone,2.117647059
sucrose,naphthalene,2.095238095
sucrose,STYRENE,1.941176471
sucrose,luteolin,2
sucrose,1-octanol,3.1875
sucrose,NONANOIC ACID,3
sucrose,PHENANTHRENE,3.0625
sucrose,M-XYLENE,2.941176471
sucrose,formononetin,2.888888889
sucrose,apigenin,1.954545455
sucrose,FURFURAL,2.1875
sucrose,Ephedrine,1.875
sucrose,Matrine,2.117647059
sucrose,toluene,2
sucrose,P-CRESOL,2.176470588
sucrose,4-methylphenol,2.176470588
sucrose,1-HEPTANOL,2.1875
sucrose,BETA-IONONE,2.1875
sucrose,ethanol,1.963414634
sucrose,P-XYLENE,3.0625
sucrose,Phenethylamine,2.090909091
sucrose,PSEUDOEPHEDRINE,1.952380952
sucrose,ISOBUTYRIC ACID,3
sucrose,Norephedrine,1.894736842
sucrose,Caffeic acid phenethyl ester,3.125
sucrose,Xanthohumol,3
sucrose,camphor,2.333333333
sucrose,Synephrine,3.125
sucrose,(E/Z)-ferulic acid,1.894736842
sucrose,acetate,2.031413613
sucrose,5-HYDROXYMETHYLFURFURAL,2.1875
sucrose,"1,4-DIMETHYLNAPHTHALENE",3.0625
sucrose,"2,6-DIMETHYLNAPHTHALENE",3
sucrose,(-)-Norephedrine,3
sucrose,"(E)-3-(3,4-dihydroxyphenyl)prop-2-enoic acid",2.166666667
sucrose,Caffeic acid-phenethyl ester,3.125
sucrose,"3',4',7-Trihydroxyisoflavone",2.1875
sucrose,phenylpropanolamine,1.9
sucrose,(+)-Medicarpin,3.0625
sucrose,NSC70861,2.1875
sucrose,8-Prenylnaringenin,3.0625
Isoferulic acid,HEXANOIC ACID,3.754385965
Isoferulic acid,lauric acid,3.677419355
Isoferulic acid,guaiazulene,4
Isoferulic acid,benzaldehyde,3
Isoferulic acid,linoleic acid,3.368421053
Isoferulic acid,Decanoic acid,3.25
Isoferulic acid,Umbelliferone,2.666666667
Isoferulic acid,scopoletin,3.5
Isoferulic acid,CINNAMIC ACID,3
Isoferulic acid,naphthalene,3.428571429
Isoferulic acid,STYRENE,3
Isoferulic acid,luteolin,3
Isoferulic acid,Arachidic acid,3
Isoferulic acid,octanoic acid,3.25
Isoferulic acid,1-octanol,4
Isoferulic acid,NONANOIC ACID,4
Isoferulic acid,PHENANTHRENE,4
Isoferulic acid,M-XYLENE,4
Isoferulic acid,formononetin,3.5
Isoferulic acid,p-coumaric acid,3.4
Isoferulic acid,linolenic acid,3.260869565
Isoferulic acid,apigenin,2.875
Isoferulic acid,FURFURAL,3
Isoferulic acid,Ephedrine,2
Isoferulic acid,Matrine,2.333333333
Isoferulic acid,toluene,3.25
Isoferulic acid,P-CRESOL,3.333333333
Isoferulic acid,4-methylphenol,3.333333333
Isoferulic acid,1-HEPTANOL,3
Isoferulic acid,BETA-IONONE,3
Isoferulic acid,ethanol,3.205882353
Isoferulic acid,P-XYLENE,4
Isoferulic acid,Phenethylamine,3.266666667
Isoferulic acid,PSEUDOEPHEDRINE,2.571428571
Isoferulic acid,ISOBUTYRIC ACID,4
Isoferulic acid,Norephedrine,2.4
Isoferulic acid,Caffeic acid phenethyl ester,4
Isoferulic acid,Xanthohumol,4
Isoferulic acid,camphor,3.698630137
Isoferulic acid,Synephrine,4
Isoferulic acid,(E/Z)-ferulic acid,3.2
Isoferulic acid,acetate,3.446327684
Isoferulic acid,5-HYDROXYMETHYLFURFURAL,3
Isoferulic acid,"1,4-DIMETHYLNAPHTHALENE",4
Isoferulic acid,"2,6-DIMETHYLNAPHTHALENE",4
Isoferulic acid,(-)-Norephedrine,3
Isoferulic acid,"(E)-3-(3,4-dihydroxyphenyl)prop-2-enoic acid",3
Isoferulic acid,Caffeic acid-phenethyl ester,4
Isoferulic acid,"3',4',7-Trihydroxyisoflavone",3
Isoferulic acid,phenylpropanolamine,2.5
Isoferulic acid,(+)-Medicarpin,3
Isoferulic acid,NSC70861,3
Isoferulic acid,8-Prenylnaringenin,4
L-threonine,HEXANOIC ACID,2.758064516
L-threonine,lauric acid,2.71641791
L-threonine,guaiazulene,3.142857143
L-threonine,Decanoic acid,2.111111111
L-threonine,Umbelliferone,2.25
L-threonine,scopoletin,3
L-threonine,CINNAMIC ACID,2.428571429
L-threonine,naphthalene,2.416666667
L-threonine,STYRENE,2.125
L-threonine,luteolin,1.642857143
L-threonine,Arachidic acid,2.428571429
L-threonine,octanoic acid,2.111111111
L-threonine,1-octanol,2.857142857
L-threonine,NONANOIC ACID,2.571428571
L-threonine,PHENANTHRENE,3.142857143
L-threonine,M-XYLENE,3.125
L-threonine,formononetin,3
L-threonine,p-coumaric acid,2.4
L-threonine,apigenin,2.230769231
L-threonine,Matrine,2.125
L-threonine,toluene,2.222222222
L-threonine,1-HEPTANOL,2.285714286
L-threonine,BETA-IONONE,2.285714286
L-threonine,ethanol,2.260273973
L-threonine,P-XYLENE,3.142857143
L-threonine,Phenethylamine,2.6
L-threonine,ISOBUTYRIC ACID,3.142857143
L-threonine,Norephedrine,2.1
L-threonine,Caffeic acid phenethyl ester,2.857142857
L-threonine,Xanthohumol,3.142857143
L-threonine,camphor,2.58974359
L-threonine,Synephrine,2.857142857
L-threonine,(E/Z)-ferulic acid,2.2
L-threonine,acetate,2.494505495
L-threonine,"1,4-DIMETHYLNAPHTHALENE",3.142857143
L-threonine,"2,6-DIMETHYLNAPHTHALENE",3.125
L-threonine,(-)-Norephedrine,3.142857143
L-threonine,Caffeic acid-phenethyl ester,2.857142857
L-threonine,"3',4',7-Trihydroxyisoflavone",2.142857143
L-threonine,phenylpropanolamine,2.181818182
L-threonine,(+)-Medicarpin,2.714285714
L-threonine,8-Prenylnaringenin,3.142857143
L-leucine,guaiazulene,3
L-leucine,Decanoic acid,2
L-leucine,Umbelliferone,2.076923077
L-leucine,naphthalene,2.176470588
L-leucine,STYRENE,1.846153846
L-leucine,luteolin,1.421052632
L-leucine,1-octanol,2.75
L-leucine,NONANOIC ACID,2.666666667
L-leucine,PHENANTHRENE,3
L-leucine,M-XYLENE,2.846153846
L-leucine,formononetin,3
L-leucine,apigenin,2.111111111
L-leucine,Matrine,2
L-leucine,toluene,2.071428571
L-leucine,1-HEPTANOL,2.083333333
L-leucine,BETA-IONONE,2.083333333
L-leucine,ethanol,1.987179487
L-leucine,P-XYLENE,3
L-leucine,Phenethylamine,2.4
L-leucine,ISOBUTYRIC ACID,3
L-leucine,Norephedrine,2
L-leucine,Caffeic acid phenethyl ester,2.833333333
L-leucine,Xanthohumol,2.833333333
L-leucine,camphor,2.445783133
L-leucine,Synephrine,2.833333333
L-leucine,(E/Z)-ferulic acid,2.066666667
L-leucine,acetate,2.315508021
L-leucine,"1,4-DIMETHYLNAPHTHALENE",3
L-leucine,"2,6-DIMETHYLNAPHTHALENE",3
L-leucine,(-)-Norephedrine,2.833333333
L-leucine,Caffeic acid-phenethyl ester,2.833333333
L-leucine,"3',4',7-Trihydroxyisoflavone",2
L-leucine,phenylpropanolamine,2
L-leucine,(+)-Medicarpin,2.75
L-leucine,8-Prenylnaringenin,3
Ethyl caffeate,HEXANOIC ACID,3.684210526
Ethyl caffeate,lauric acid,3.629032258
Ethyl caffeate,guaiazulene,4
Ethyl caffeate,benzaldehyde,3
Ethyl caffeate,linoleic acid,3.263157895
Ethyl caffeate,Decanoic acid,3.25
Ethyl caffeate,Umbelliferone,2.666666667
Ethyl caffeate,scopoletin,3.5
Ethyl caffeate,CINNAMIC ACID,3
Ethyl caffeate,naphthalene,3.428571429
Ethyl caffeate,STYRENE,3
Ethyl caffeate,luteolin,2.888888889
Ethyl caffeate,Arachidic acid,3
Ethyl caffeate,octanoic acid,3.25
Ethyl caffeate,1-octanol,4
Ethyl caffeate,NONANOIC ACID,4
Ethyl caffeate,PHENANTHRENE,4
Ethyl caffeate,M-XYLENE,4
Ethyl caffeate,formononetin,3.5
Ethyl caffeate,p-coumaric acid,3.4
Ethyl caffeate,linolenic acid,3.086956522
Ethyl caffeate,apigenin,3.125
Ethyl caffeate,FURFURAL,3
Ethyl caffeate,Ephedrine,2
Ethyl caffeate,Matrine,2.666666667
Ethyl caffeate,toluene,3
Ethyl caffeate,P-CRESOL,3.333333333
Ethyl caffeate,4-methylphenol,3.333333333
Ethyl caffeate,1-HEPTANOL,3
Ethyl caffeate,BETA-IONONE,3
Ethyl caffeate,ethanol,3.352941176
Ethyl caffeate,P-XYLENE,4
Ethyl caffeate,Phenethylamine,3.466666667
Ethyl caffeate,PSEUDOEPHEDRINE,2.714285714
Ethyl caffeate,ISOBUTYRIC ACID,4
Ethyl caffeate,Norephedrine,2.6
Ethyl caffeate,Caffeic acid phenethyl ester,4
Ethyl caffeate,Xanthohumol,4
Ethyl caffeate,camphor,3.575342466
Ethyl caffeate,Synephrine,4
Ethyl caffeate,(E/Z)-ferulic acid,3
Ethyl caffeate,acetate,3.514124294
Ethyl caffeate,5-HYDROXYMETHYLFURFURAL,3
Ethyl caffeate,"1,4-DIMETHYLNAPHTHALENE",4
Ethyl caffeate,"2,6-DIMETHYLNAPHTHALENE",4
Ethyl caffeate,(-)-Norephedrine,3
Ethyl caffeate,"(E)-3-(3,4-dihydroxyphenyl)prop-2-enoic acid",3
Ethyl caffeate,Caffeic acid-phenethyl ester,4
Ethyl caffeate,"3',4',7-Trihydroxyisoflavone",3
Ethyl caffeate,phenylpropanolamine,2.666666667
Ethyl caffeate,(+)-Medicarpin,4
Ethyl caffeate,NSC70861,3
Ethyl caffeate,8-Prenylnaringenin,4
creatine,HEXANOIC ACID,3.105263158
creatine,lauric acid,3.048387097
creatine,guaiazulene,3
creatine,benzaldehyde,2
creatine,linoleic acid,2.473684211
creatine,Decanoic acid,2.25
creatine,Umbelliferone,2.333333333
creatine,scopoletin,3
creatine,CINNAMIC ACID,2
creatine,naphthalene,2.714285714
creatine,STYRENE,2.333333333
creatine,luteolin,2.333333333
creatine,Arachidic acid,2
creatine,octanoic acid,2.25
creatine,1-octanol,3
creatine,NONANOIC ACID,3
creatine,PHENANTHRENE,3
creatine,M-XYLENE,3
creatine,formononetin,3
creatine,p-coumaric acid,2.6
creatine,linolenic acid,2.391304348
creatine,apigenin,2.375
creatine,FURFURAL,2
creatine,Ephedrine,2
creatine,Matrine,2.333333333
creatine,toluene,2.25
creatine,P-CRESOL,2.333333333
creatine,4-methylphenol,2.333333333
creatine,1-HEPTANOL,2
creatine,BETA-IONONE,2
creatine,ethanol,2.588235294
creatine,P-XYLENE,3
creatine,Phenethylamine,2.866666667
creatine,PSEUDOEPHEDRINE,2.428571429
creatine,ISOBUTYRIC ACID,3
creatine,Norephedrine,2.4
creatine,Caffeic acid phenethyl ester,3
creatine,Xanthohumol,3
creatine,camphor,3.068493151
creatine,Synephrine,3
creatine,(E/Z)-ferulic acid,2.2
creatine,acetate,2.779661017
creatine,5-HYDROXYMETHYLFURFURAL,2
creatine,"1,4-DIMETHYLNAPHTHALENE",3
creatine,"2,6-DIMETHYLNAPHTHALENE",3
creatine,(-)-Norephedrine,3
creatine,"(E)-3-(3,4-dihydroxyphenyl)prop-2-enoic acid",2
creatine,Caffeic acid-phenethyl ester,3
creatine,"3',4',7-Trihydroxyisoflavone",2
creatine,phenylpropanolamine,2.5
creatine,(+)-Medicarpin,3
creatine,NSC70861,2
creatine,8-Prenylnaringenin,3
18483-17-5,HEXANOIC ACID,3.105263158
18483-17-5,lauric acid,3.048387097
18483-17-5,guaiazulene,3
18483-17-5,benzaldehyde,2
18483-17-5,linoleic acid,2.5
18483-17-5,Decanoic acid,2.25
18483-17-5,Umbelliferone,2.333333333
18483-17-5,scopoletin,3
18483-17-5,CINNAMIC ACID,2
18483-17-5,naphthalene,2.714285714
18483-17-5,STYRENE,2.333333333
18483-17-5,luteolin,2.333333333
18483-17-5,Arachidic acid,2
18483-17-5,octanoic acid,2.25
18483-17-5,1-octanol,3
18483-17-5,NONANOIC ACID,3
18483-17-5,PHENANTHRENE,3
18483-17-5,M-XYLENE,3
18483-17-5,formononetin,3
18483-17-5,p-coumaric acid,2.6
18483-17-5,linolenic acid,2.391304348
18483-17-5,apigenin,2.375
18483-17-5,FURFURAL,2
18483-17-5,Ephedrine,2
18483-17-5,Matrine,2.333333333
18483-17-5,toluene,2.25
18483-17-5,P-CRESOL,2.333333333
18483-17-5,4-methylphenol,2.333333333
18483-17-5,1-HEPTANOL,2
18483-17-5,BETA-IONONE,2
18483-17-5,ethanol,2.602941176
18483-17-5,P-XYLENE,3
18483-17-5,Phenethylamine,2.866666667
18483-17-5,PSEUDOEPHEDRINE,2.428571429
18483-17-5,ISOBUTYRIC ACID,3
18483-17-5,Norephedrine,2.4
18483-17-5,Caffeic acid phenethyl ester,3
18483-17-5,Xanthohumol,3
18483-17-5,camphor,3.082191781
18483-17-5,Synephrine,3
18483-17-5,(E/Z)-ferulic acid,2.2
18483-17-5,acetate,2.807909605
18483-17-5,5-HYDROXYMETHYLFURFURAL,2
18483-17-5,"1,4-DIMETHYLNAPHTHALENE",3
18483-17-5,"2,6-DIMETHYLNAPHTHALENE",3
18483-17-5,(-)-Norephedrine,3
18483-17-5,"(E)-3-(3,4-dihydroxyphenyl)prop-2-enoic acid",2
18483-17-5,Caffeic acid-phenethyl ester,3
18483-17-5,"3',4',7-Trihydroxyisoflavone",2
18483-17-5,phenylpropanolamine,2.5
18483-17-5,(+)-Medicarpin,3
18483-17-5,NSC70861,2
18483-17-5,8-Prenylnaringenin,3
Ethanolamine,HEXANOIC ACID,3.684210526
Ethanolamine,lauric acid,3.677419355
Ethanolamine,guaiazulene,4
Ethanolamine,benzaldehyde,3
Ethanolamine,linoleic acid,3.052631579
Ethanolamine,Decanoic acid,3.25
Ethanolamine,Umbelliferone,3.333333333
Ethanolamine,scopoletin,2.75
Ethanolamine,CINNAMIC ACID,3
Ethanolamine,naphthalene,3.428571429
Ethanolamine,STYRENE,2.333333333
Ethanolamine,luteolin,2.555555556
Ethanolamine,Arachidic acid,3
Ethanolamine,octanoic acid,3.25
Ethanolamine,1-octanol,3
Ethanolamine,NONANOIC ACID,3
Ethanolamine,PHENANTHRENE,4
Ethanolamine,M-XYLENE,4
Ethanolamine,formononetin,2.75
Ethanolamine,p-coumaric acid,3.4
Ethanolamine,linolenic acid,2.913043478
Ethanolamine,apigenin,2.875
Ethanolamine,FURFURAL,3
Ethanolamine,Ephedrine,3
Ethanolamine,Matrine,3
Ethanolamine,toluene,2.5
Ethanolamine,P-CRESOL,3.333333333
Ethanolamine,4-methylphenol,3.333333333
Ethanolamine,1-HEPTANOL,3
Ethanolamine,BETA-IONONE,3
Ethanolamine,ethanol,3.058823529
Ethanolamine,P-XYLENE,4
Ethanolamine,Phenethylamine,3.2
Ethanolamine,PSEUDOEPHEDRINE,3
Ethanolamine,ISOBUTYRIC ACID,3
Ethanolamine,Norephedrine,3
Ethanolamine,Caffeic acid phenethyl ester,3
Ethanolamine,Xanthohumol,3
Ethanolamine,camphor,3.424657534
Ethanolamine,Synephrine,3
Ethanolamine,(E/Z)-ferulic acid,2.4
Ethanolamine,acetate,3.310734463
Ethanolamine,5-HYDROXYMETHYLFURFURAL,3
Ethanolamine,"1,4-DIMETHYLNAPHTHALENE",4
Ethanolamine,"2,6-DIMETHYLNAPHTHALENE",4
Ethanolamine,(-)-Norephedrine,3
Ethanolamine,"(E)-3-(3,4-dihydroxyphenyl)prop-2-enoic acid",2.5
Ethanolamine,Caffeic acid-phenethyl ester,3
Ethanolamine,"3',4',7-Trihydroxyisoflavone",3
Ethanolamine,phenylpropanolamine,3
Ethanolamine,(+)-Medicarpin,3
Ethanolamine,NSC70861,3
Ethanolamine,8-Prenylnaringenin,4
choline,HEXANOIC ACID,2.734375
choline,lauric acid,2.695652174
choline,guaiazulene,3.333333333
choline,Decanoic acid,2.272727273
choline,Umbelliferone,2.4
choline,scopoletin,2.727272727
choline,CINNAMIC ACID,2.333333333
choline,naphthalene,2.5
choline,STYRENE,2.1
choline,luteolin,1.9375
choline,Arachidic acid,2.333333333
choline,octanoic acid,2.272727273
choline,1-octanol,2.333333333
choline,NONANOIC ACID,2.777777778
choline,PHENANTHRENE,3.333333333
choline,M-XYLENE,3.1
choline,formononetin,2.727272727
choline,p-coumaric acid,2.416666667
choline,apigenin,2.2
choline,Matrine,2.3
choline,toluene,2.181818182
choline,1-HEPTANOL,2.333333333
choline,BETA-IONONE,2.333333333
choline,ethanol,2.066666667
choline,P-XYLENE,3.333333333
choline,Phenethylamine,2.432432432
choline,ISOBUTYRIC ACID,2.888888889
choline,Norephedrine,2.416666667
choline,Caffeic acid phenethyl ester,3.111111111
choline,Xanthohumol,2.888888889
choline,camphor,2.7
choline,Synephrine,3.111111111
choline,(E/Z)-ferulic acid,2.083333333
choline,acetate,2.516304348
choline,"1,4-DIMETHYLNAPHTHALENE",3.333333333
choline,"2,6-DIMETHYLNAPHTHALENE",3.3
choline,(-)-Norephedrine,3.111111111
choline,Caffeic acid-phenethyl ester,3.111111111
choline,"3',4',7-Trihydroxyisoflavone",2.333333333
choline,phenylpropanolamine,2.461538462
choline,(+)-Medicarpin,3.111111111
choline,8-Prenylnaringenin,3.333333333
malic acid,guaiazulene,3.333333333
malic acid,Decanoic acid,2.454545455
malic acid,Umbelliferone,2.5
malic acid,STYRENE,2.5
malic acid,luteolin,2.0625
malic acid,1-octanol,3.111111111
malic acid,NONANOIC ACID,2.666666667
malic acid,PHENANTHRENE,3.333333333
malic acid,M-XYLENE,3
malic acid,formononetin,2.727272727
malic acid,apigenin,2.133333333
malic acid,Ephedrine,2
malic acid,Matrine,2.5
malic acid,toluene,2.272727273
malic acid,P-CRESOL,2.5
malic acid,4-methylphenol,2.5
malic acid,1-HEPTANOL,2.333333333
malic acid,BETA-IONONE,2.444444444
malic acid,ethanol,2.373333333
malic acid,P-XYLENE,3.333333333
malic acid,Phenethylamine,2.567567568
malic acid,PSEUDOEPHEDRINE,2
malic acid,ISOBUTYRIC ACID,3.222222222
malic acid,Norephedrine,2
malic acid,Caffeic acid phenethyl ester,2.777777778
malic acid,Xanthohumol,3.111111111
malic acid,camphor,2.6
malic acid,Synephrine,2.777777778
malic acid,(E/Z)-ferulic acid,2.333333333
malic acid,acetate,2.461956522
malic acid,"1,4-DIMETHYLNAPHTHALENE",3.333333333
malic acid,"2,6-DIMETHYLNAPHTHALENE",3.3
malic acid,(-)-Norephedrine,3
malic acid,"(E)-3-(3,4-dihydroxyphenyl)prop-2-enoic acid",2.181818182
malic acid,Caffeic acid-phenethyl ester,2.777777778
malic acid,"3',4',7-Trihydroxyisoflavone",2.333333333
malic acid,phenylpropanolamine,2.076923077
malic acid,(+)-Medicarpin,3
malic acid,NSC70861,2.444444444
malic acid,8-Prenylnaringenin,3.333333333
DL-ALANINE,HEXANOIC ACID,2.456790123
DL-ALANINE,lauric acid,2.488372093
DL-ALANINE,guaiazulene,3.346153846
DL-ALANINE,benzaldehyde,2.423076923
DL-ALANINE,linoleic acid,2.14516129
DL-ALANINE,Decanoic acid,2.321428571
DL-ALANINE,Umbelliferone,2.111111111
DL-ALANINE,scopoletin,3
DL-ALANINE,CINNAMIC ACID,2.461538462
DL-ALANINE,naphthalene,2.387096774
DL-ALANINE,STYRENE,2.222222222
DL-ALANINE,luteolin,1.909090909
DL-ALANINE,Arachidic acid,2.461538462
DL-ALANINE,octanoic acid,2.321428571
DL-ALANINE,1-octanol,3.230769231
DL-ALANINE,NONANOIC ACID,2.923076923
DL-ALANINE,PHENANTHRENE,3.346153846
DL-ALANINE,M-XYLENE,3.296296296
DL-ALANINE,formononetin,3
DL-ALANINE,p-coumaric acid,2.379310345
DL-ALANINE,linolenic acid,2.191489362
DL-ALANINE,apigenin,2.0625
DL-ALANINE,FURFURAL,2.384615385
DL-ALANINE,Ephedrine,2.307692308
DL-ALANINE,Matrine,2.074074074
DL-ALANINE,toluene,2.285714286
DL-ALANINE,P-CRESOL,2.333333333
DL-ALANINE,4-methylphenol,2.333333333
DL-ALANINE,1-HEPTANOL,2.423076923
DL-ALANINE,BETA-IONONE,2.423076923
DL-ALANINE,ethanol,2.054347826
DL-ALANINE,P-XYLENE,3.346153846
DL-ALANINE,Phenethylamine,2.222222222
DL-ALANINE,PSEUDOEPHEDRINE,2.258064516
DL-ALANINE,ISOBUTYRIC ACID,3.038461538
DL-ALANINE,Norephedrine,2.206896552
DL-ALANINE,Caffeic acid phenethyl ester,3.153846154
DL-ALANINE,Xanthohumol,3.153846154
DL-ALANINE,camphor,2.360824742
DL-ALANINE,Synephrine,3.153846154
DL-ALANINE,(E/Z)-ferulic acid,2.310344828
DL-ALANINE,acetate,2.2039801
DL-ALANINE,5-HYDROXYMETHYLFURFURAL,2.384615385
DL-ALANINE,"1,4-DIMETHYLNAPHTHALENE",3.346153846
DL-ALANINE,"2,6-DIMETHYLNAPHTHALENE",3.333333333
DL-ALANINE,(-)-Norephedrine,3.076923077
DL-ALANINE,"(E)-3-(3,4-dihydroxyphenyl)prop-2-enoic acid",2.285714286
DL-ALANINE,Caffeic acid-phenethyl ester,3.153846154
DL-ALANINE,"3',4',7-Trihydroxyisoflavone",2.346153846
DL-ALANINE,phenylpropanolamine,2.2
DL-ALANINE,(+)-Medicarpin,3
DL-ALANINE,NSC70861,2.461538462
DL-ALANINE,8-Prenylnaringenin,3.346153846
letrozole,HEXANOIC ACID,3.807017544
letrozole,lauric acid,3.758064516
letrozole,guaiazulene,4
letrozole,benzaldehyde,3
letrozole,linoleic acid,3.394736842
letrozole,Decanoic acid,3.25
letrozole,Umbelliferone,3.333333333
letrozole,scopoletin,3.5
letrozole,CINNAMIC ACID,3
letrozole,naphthalene,3.428571429
letrozole,STYRENE,3.333333333
letrozole,luteolin,3
letrozole,Arachidic acid,3
letrozole,octanoic acid,3.25
letrozole,1-octanol,4
letrozole,NONANOIC ACID,4
letrozole,PHENANTHRENE,4
letrozole,M-XYLENE,4
letrozole,formononetin,3.5
letrozole,p-coumaric acid,3.6
letrozole,linolenic acid,3.260869565
letrozole,apigenin,3.25
letrozole,FURFURAL,3
letrozole,Ephedrine,2
letrozole,Matrine,3
letrozole,toluene,3.25
letrozole,P-CRESOL,3.333333333
letrozole,4-methylphenol,3.333333333
letrozole,1-HEPTANOL,3
letrozole,BETA-IONONE,3
letrozole,ethanol,3.441176471
letrozole,P-XYLENE,4
letrozole,Phenethylamine,3.4
letrozole,PSEUDOEPHEDRINE,2.857142857
letrozole,ISOBUTYRIC ACID,4
letrozole,Norephedrine,2.6
letrozole,Caffeic acid phenethyl ester,4
letrozole,Xanthohumol,4
letrozole,camphor,3.835616438
letrozole,Synephrine,4
letrozole,(E/Z)-ferulic acid,3
letrozole,acetate,3.621468927
letrozole,5-HYDROXYMETHYLFURFURAL,3
letrozole,"1,4-DIMETHYLNAPHTHALENE",4
letrozole,"2,6-DIMETHYLNAPHTHALENE",4
letrozole,(-)-Norephedrine,3
letrozole,"(E)-3-(3,4-dihydroxyphenyl)prop-2-enoic acid",3
letrozole,Caffeic acid-phenethyl ester,4
letrozole,"3',4',7-Trihydroxyisoflavone",3
letrozole,phenylpropanolamine,2.666666667
letrozole,(+)-Medicarpin,4
letrozole,NSC70861,3
letrozole,8-Prenylnaringenin,4
DL-Proline,HEXANOIC ACID,2.605633803
DL-Proline,lauric acid,2.592105263
DL-Proline,guaiazulene,3.0625
DL-Proline,benzaldehyde,2.1875
DL-Proline,linoleic acid,2.096153846
DL-Proline,Decanoic acid,2.055555556
DL-Proline,Umbelliferone,2.058823529
DL-Proline,scopoletin,3.055555556
DL-Proline,CINNAMIC ACID,2.1875
DL-Proline,naphthalene,2.19047619
DL-Proline,STYRENE,2
DL-Proline,luteolin,1.52173913
DL-Proline,Arachidic acid,2.1875
DL-Proline,octanoic acid,2.055555556
DL-Proline,1-octanol,2.9375
DL-Proline,NONANOIC ACID,2.75
DL-Proline,PHENANTHRENE,3.0625
DL-Proline,M-XYLENE,2.941176471
DL-Proline,formononetin,3.055555556
DL-Proline,p-coumaric acid,2.210526316
DL-Proline,linolenic acid,2.081081081
DL-Proline,apigenin,2.090909091
DL-Proline,FURFURAL,2.0625
DL-Proline,Ephedrine,2.0625
DL-Proline,Matrine,2
DL-Proline,toluene,2.111111111
DL-Proline,P-CRESOL,2
DL-Proline,4-methylphenol,2
DL-Proline,1-HEPTANOL,2.125
DL-Proline,BETA-IONONE,2.125
DL-Proline,ethanol,2.024390244
DL-Proline,P-XYLENE,3.0625
DL-Proline,Phenethylamine,2.386363636
DL-Proline,PSEUDOEPHEDRINE,2.095238095
DL-Proline,ISOBUTYRIC ACID,2.9375
DL-Proline,Norephedrine,2.052631579
DL-Proline,Caffeic acid phenethyl ester,2.9375
DL-Proline,Xanthohumol,2.9375
DL-Proline,camphor,2.459770115
DL-Proline,Synephrine,2.9375
DL-Proline,(E/Z)-ferulic acid,2.105263158
DL-Proline,acetate,2.329842932
DL-Proline,5-HYDROXYMETHYLFURFURAL,2.0625
DL-Proline,"1,4-DIMETHYLNAPHTHALENE",3.0625
DL-Proline,"2,6-DIMETHYLNAPHTHALENE",3.058823529
